County,Category,Proportion
Busia,Mean number of children ever born to women aged 40-49,6.5
Siaya,TFR,4.2
Siaya,women aged 15-49 who are currently pregnant,5.9
Siaya,Mean number of children ever born to women aged 40-49,5.9
Kisumu,TFR,3.6
Kisumu,women aged 15-49 who are currently pregnant,5.3
Kisumu,Mean number of children ever born to women aged 40-49,5.6
Homa Bay,TFR,5.2
Homa Bay,women aged 15-49 who are currently pregnant,6.4
Homa Bay,Mean number of children ever born to women aged 40-49,6.2
Migori,TFR,5.3
Migori,women aged 15-49 who are currently pregnant,9
Migori,Mean number of children ever born to women aged 40-49,7
Kisii,TFR,3.7
Kisii,women aged 15-49 who are currently pregnant,5
Kisii,Mean number of children ever born to women aged 40-49,5.1
Nyamira,TFR,3.5
Nyamira,women aged 15-49 who are currently pregnant,3.2
Nyamira,Mean number of children ever born to women aged 40-49,4.7
Nairobi,TFR,2.7
Nairobi,women aged 15-49 who are currently pregnant,6.8
Nairobi,Mean number of children ever born to women aged 40-49,3.1
