County,Category,Proportion
Kakamega,"Diagnosed with
 breast cancer",0.4
Vihiga,"Aware of self examination
 for breast cancer",39.6
Vihiga,"Examined
 for breast cancer",5.4
Vihiga,"Diagnosed with
 breast cancer",0.0
Bungoma,"Aware of self examination
 for breast cancer",39.6
Bungoma,"Examined
 for breast cancer",18.9
Bungoma,"Diagnosed with
 breast cancer",0.5
Busia,"Aware of self examination
 for breast cancer",42.6
Busia,"Examined
 for breast cancer",2.9
Busia,"Diagnosed with
 breast cancer",0.0
Siaya,"Aware of self examination
 for breast cancer",29.9
Siaya,"Examined
 for breast cancer",3.6
Siaya,"Diagnosed with
 breast cancer",0.3
Kisumu,"Aware of self examination
 for breast cancer",38.3
Kisumu,"Examined
 for breast cancer",11.6
Kisumu,"Diagnosed with
 breast cancer",0.3
Homa Bay,"Aware of self examination
 for breast cancer",37.9
Homa Bay,"Examined
 for breast cancer",14.0
Homa Bay,"Diagnosed with
 breast cancer",0.0
Migori,"Aware of self examination
 for breast cancer",27.3
Migori,"Examined
 for breast cancer",10.7
Migori,"Diagnosed with
 breast cancer",0.0
Kisii,"Aware of self examination
 for breast cancer",34.9
Kisii,"Examined
 for breast cancer",8.8
Kisii,"Diagnosed with
 breast cancer",0.0
Nyamira,"Aware of self examination
 for breast cancer",32.1
Nyamira,"Examined
 for breast cancer",8.8
Nyamira,"Diagnosed with
 breast cancer",0.6
Nairobi,"Aware of self examination
 for breast cancer",56.5
Nairobi,"Examined
 for breast cancer",20.4
Nairobi,"Diagnosed with
 breast cancer",0.0
