County,Category,Proportion
Bomet,Adult male,2.4
Bomet,Female child,1.6
Bomet,Male child,0.2
Bomet,Person not in household,1.7
Kakamega,Population w/o water on premises,72.6
Kakamega,Adult female,75.2
Kakamega,Adult male,11.4
Kakamega,Female child,6.6
Kakamega,Male child,1.7
Kakamega,Person not in household,5.1
Vihiga,Population w/o water on premises,80.8
Vihiga,Adult female,64.4
Vihiga,Adult male,13.5
Vihiga,Female child,9.1
Vihiga,Male child,6.0
Vihiga,Person not in household,7.0
Bungoma,Population w/o water on premises,79.7
Bungoma,Adult female,64.4
Bungoma,Adult male,13.5
Bungoma,Female child,9.7
Bungoma,Male child,4.8
Bungoma,Person not in household,7.6
Busia,Population w/o water on premises,80.3
Busia,Adult female,75.5
Busia,Adult male,14.8
Busia,Female child,3.2
Busia,Male child,2.1
Busia,Person not in household,4.4
Siaya,Population w/o water on premises,71.7
Siaya,Adult female,57.4
Siaya,Adult male,27.0
Siaya,Female child,3.1
Siaya,Male child,3.7
Siaya,Person not in household,8.7
Kisumu,Population w/o water on premises,55.4
Kisumu,Adult female,78.1
Kisumu,Adult male,14.3
Kisumu,Female child,4.0
Kisumu,Male child,1.3
Kisumu,Person not in household,2.2
Homa Bay,Population w/o water on premises,64.1
Homa Bay,Adult female,71.3
Homa Bay,Adult male,12.4
Homa Bay,Female child,5.9
Homa Bay,Male child,3.3
Homa Bay,Person not in household,7.1
Migori,Population w/o water on premises,61.7
Migori,Adult female,84.1
Migori,Adult male,5.5
Migori,Female child,5.2
Migori,Male child,3.0
Migori,Person not in household,2.1
Kisii,Population w/o water on premises,88.0
Kisii,Adult female,66.2
Kisii,Adult male,13.7
Kisii,Female child,10.4
Kisii,Male child,5.2
Kisii,Person not in household,4.4
Nyamira,Population w/o water on premises,87.2
Nyamira,Adult female,56.4
Nyamira,Adult male,13.0
Nyamira,Female child,16.4
Nyamira,Male child,8.3
Nyamira,Person not in household,6.0
Nairobi,Population w/o water on premises,26.5
Nairobi,Adult female,62.1
Nairobi,Adult male,22.8
Nairobi,Female child,0.4
Nairobi,Male child,1.8
Nairobi,Person not in household,12.9
