"Background characteristics","Category","Gender","variable","value"
"Education","More than secondary","Male","Psychological/emotional violence","18.2"
"Wealth quintile","Lowest","Male","Psychological/emotional violence","17.3"
"Wealth quintile","Second","Male","Psychological/emotional violence","18.9"
"Wealth quintile","Middle","Male","Psychological/emotional violence","17.4"
"Wealth quintile","Fourth","Male","Psychological/emotional violence","23.3"
"Wealth quintile","Highest","Male","Psychological/emotional violence","18.4"
"Age","15-19","Female","Physical violence","9.6"
"Age","20-24","Female","Physical violence","16.0"
"Age","25-29","Female","Physical violence","18.2"
"Age","30-39","Female","Physical violence","17.9"
"Age","40-49","Female","Physical violence","13.6"
"Residence","Urban","Female","Physical violence","13.8"
"Residence","Rural","Female","Physical violence","17.5"
"Marital status","Never married","Female","Physical violence","7.1"
"Marital status","..Currently has intimate partner","Female","Physical violence","7.5"
"Marital status","..Had intimate partner","Female","Physical violence","6.4"
"Marital status","Ever married","Female","Physical violence","18.4"
"Marital status","..Married/living together","Female","Physical violence","18.4"
"Marital status","..Divorced/separated/widowed","Female","Physical violence","18.6"
"Education","No education","Female","Physical violence","17.3"
"Education","Primary","Female","Physical violence","21.8"
"Education","Secondary","Female","Physical violence","15.4"
"Education","More than secondary","Female","Physical violence","6.3"
"Wealth quintile","Lowest","Female","Physical violence","22.1"
"Wealth quintile","Second","Female","Physical violence","19.8"
"Wealth quintile","Middle","Female","Physical violence","17.6"
"Wealth quintile","Fourth","Female","Physical violence","14.0"
"Wealth quintile","Highest","Female","Physical violence","10.1"
"Age","15-19","Male","Physical violence","6.4"
"Age","20-24","Male","Physical violence","8.5"
"Age","25-29","Male","Physical violence","5.3"
"Age","30-39","Male","Physical violence","4.3"
"Age","40-49","Male","Physical violence","4.4"
"Residence","Urban","Male","Physical violence","6.4"
"Residence","Rural","Male","Physical violence","4.8"
"Marital status","Never married","Male","Physical violence","6.0"
"Marital status","..Currently has intimate partner","Male","Physical violence","6.7"
"Marital status","..Had intimate partner","Male","Physical violence","4.3"
"Marital status","Ever married","Male","Physical violence","5.1"
"Marital status","..Married/living together","Male","Physical violence","4.3"
"Marital status","..Divorced/separated/widowed","Male","Physical violence","11.3"
"Education","No education","Male","Physical violence","3.5"
"Education","Primary","Male","Physical violence","5.7"
"Education","Secondary","Male","Physical violence","6.8"
"Education","More than secondary","Male","Physical violence","2.8"
"Wealth quintile","Lowest","Male","Physical violence","5.0"
"Wealth quintile","Second","Male","Physical violence","6.3"
"Wealth quintile","Middle","Male","Physical violence","5.7"
"Wealth quintile","Fourth","Male","Physical violence","4.8"
"Wealth quintile","Highest","Male","Physical violence","5.3"
"Age","15-19","Female","Sexual violence","6.1"
"Age","20-24","Female","Sexual violence","6.3"
"Age","25-29","Female","Sexual violence","7.5"
"Age","30-39","Female","Sexual violence","7.7"
"Age","40-49","Female","Sexual violence","6.7"
"Residence","Urban","Female","Sexual violence","5.7"
"Residence","Rural","Female","Sexual violence","8.0"
"Marital status","Never married","Female","Sexual violence","4.3"
"Marital status","..Currently has intimate partner","Female","Sexual violence","4.1"
"Marital status","..Had intimate partner","Female","Sexual violence","4.8"
"Marital status","Ever married","Female","Sexual violence","7.8"
"Marital status","..Married/living together","Female","Sexual violence","7.8"
"Marital status","..Divorced/separated/widowed","Female","Sexual violence","7.7"
"Education","No education","Female","Sexual violence","5.0"
"Education","Primary","Female","Sexual violence","9.0"
"Education","Secondary","Female","Sexual violence","7.3"
"Education","More than secondary","Female","Sexual violence","3.7"
"Wealth quintile","Lowest","Female","Sexual violence","8.4"
"Wealth quintile","Second","Female","Sexual violence","9.2"
"Wealth quintile","Middle","Female","Sexual violence","7.9"
"Wealth quintile","Fourth","Female","Sexual violence","6.3"
"Wealth quintile","Highest","Female","Sexual violence","4.8"
"Age","15-19","Male","Sexual violence","8.1"
"Age","20-24","Male","Sexual violence","6.7"
"Age","25-29","Male","Sexual violence","5.5"
"Age","30-39","Male","Sexual violence","3.7"
"Age","40-49","Male","Sexual violence","2.2"
"Residence","Urban","Male","Sexual violence","6.1"
"Residence","Rural","Male","Sexual violence","3.8"
"Marital status","Never married","Male","Sexual violence","5.4"
"Marital status","..Currently has intimate partner","Male","Sexual violence","5.0"
"Marital status","..Had intimate partner","Male","Sexual violence","6.4"
"Marital status","Ever married","Male","Sexual violence","3.9"
"Marital status","..Married/living together","Male","Sexual violence","3.3"
"Marital status","..Divorced/separated/widowed","Male","Sexual violence","8.1"
"Education","No education","Male","Sexual violence","2.0"
"Education","Primary","Male","Sexual violence","4.7"
"Education","Secondary","Male","Sexual violence","5.6"
"Education","More than secondary","Male","Sexual violence","3.4"
"Wealth quintile","Lowest","Male","Sexual violence","4.6"
"Wealth quintile","Second","Male","Sexual violence","4.3"
"Wealth quintile","Middle","Male","Sexual violence","5.1"
"Wealth quintile","Fourth","Male","Sexual violence","5.2"
"Wealth quintile","Highest","Male","Sexual violence","4.0"
"Age","15-19","Female","Economic violence","2.6"
"Age","20-24","Female","Economic violence","7.1"
"Age","25-29","Female","Economic violence","8.4"
"Age","30-39","Female","Economic violence","8.5"
"Age","40-49","Female","Economic violence","7.7"
"Residence","Urban","Female","Economic violence","6.8"
"Residence","Rural","Female","Economic violence","8.0"
"Marital status","Never married","Female","Economic violence","2.6"
"Marital status","..Currently has intimate partner","Female","Economic violence","2.4"
"Marital status","..Had intimate partner","Female","Economic violence","2.9"
"Marital status","Ever married","Female","Economic violence","8.9"
"Marital status","..Married/living together","Female","Economic violence","9.1"
"Marital status","..Divorced/separated/widowed","Female","Economic violence","7.9"
"Education","No education","Female","Economic violence","5.8"
"Education","Primary","Female","Economic violence","9.6"
"Education","Secondary","Female","Economic violence","7.6"
"Education","More than secondary","Female","Economic violence","4.2"
"Wealth quintile","Lowest","Female","Economic violence","8.3"
"Wealth quintile","Second","Female","Economic violence","8.2"
"Wealth quintile","Middle","Female","Economic violence","8.9"
"Wealth quintile","Fourth","Female","Economic violence","7.9"
"Wealth quintile","Highest","Female","Economic violence","5.2"
"Age","15-19","Male","Economic violence","8.7"
"Age","20-24","Male","Economic violence","6.1"
"Age","25-29","Male","Economic violence","7.9"
"Age","30-39","Male","Economic violence","7.4"
"Age","40-49","Male","Economic violence","8.1"
"Residence","Urban","Male","Economic violence","7.6"
"Residence","Rural","Male","Economic violence","7.6"
"Marital status","Never married","Male","Economic violence","7.0"
"Marital status","..Currently has intimate partner","Male","Economic violence","7.7"
"Marital status","..Had intimate partner","Male","Economic violence","5.4"
"Marital status","Ever married","Male","Economic violence","7.7"
"Marital status","..Married/living together","Male","Economic violence","7.8"
"Marital status","..Divorced/separated/widowed","Male","Economic violence","6.8"
"Education","No education","Male","Economic violence","7.4"
"Education","Primary","Male","Economic violence","7.8"
"Education","Secondary","Male","Economic violence","8.7"
"Education","More than secondary","Male","Economic violence","5.6"
"Wealth quintile","Lowest","Male","Economic violence","8.0"
"Wealth quintile","Second","Male","Economic violence","7.2"
"Wealth quintile","Middle","Male","Economic violence","8.1"
"Wealth quintile","Fourth","Male","Economic violence","8.6"
"Wealth quintile","Highest","Male","Economic violence","6.0"
"Age","15-19","Female","Physical and sexual","1.9"
"Age","20-24","Female","Physical and sexual","3.7"
"Age","25-29","Female","Physical and sexual","4.9"
"Age","30-39","Female","Physical and sexual","5.1"
"Age","40-49","Female","Physical and sexual","3.7"
"Residence","Urban","Female","Physical and sexual","3.6"
"Residence","Rural","Female","Physical and sexual","4.6"
"Marital status","Never married","Female","Physical and sexual","1.3"
"Marital status","..Currently has intimate partner","Female","Physical and sexual","1.2"
"Marital status","..Had intimate partner","Female","Physical and sexual","1.3"
"Marital status","Ever married","Female","Physical and sexual","5.0"
"Marital status","..Married/living together","Female","Physical and sexual","4.7"
"Marital status","..Divorced/separated/widowed","Female","Physical and sexual","6.6"
"Education","No education","Female","Physical and sexual","3.0"
"Education","Primary","Female","Physical and sexual","6.0"
"Education","Secondary","Female","Physical and sexual","4.2"
"Education","More than secondary","Female","Physical and sexual","1.4"
"Wealth quintile","Lowest","Female","Physical and sexual","5.6"
"Wealth quintile","Second","Female","Physical and sexual","5.5"
"Wealth quintile","Middle","Female","Physical and sexual","4.4"
"Wealth quintile","Fourth","Female","Physical and sexual","3.9"
"Wealth quintile","Highest","Female","Physical and sexual","2.6"
"Age","15-19","Male","Physical and sexual","3.4"
"Age","20-24","Male","Physical and sexual","3.0"
"Age","25-29","Male","Physical and sexual","1.9"
"Age","30-39","Male","Physical and sexual","1.5"
"Age","40-49","Male","Physical and sexual","0.0"
"Residence","Urban","Male","Physical and sexual","2.6"
"Residence","Rural","Male","Physical and sexual","1.1"
"Marital status","Never married","Male","Physical and sexual","1.8"
"Marital status","..Currently has intimate partner","Male","Physical and sexual","1.4"
"Marital status","..Had intimate partner","Male","Physical and sexual","2.9"
"Marital status","Ever married","Male","Physical and sexual","1.4"
"Marital status","..Married/living together","Male","Physical and sexual","0.9"
"Marital status","..Divorced/separated/widowed","Male","Physical and sexual","5.1"
"Education","No education","Male","Physical and sexual","1.5"
"Education","Primary","Male","Physical and sexual","1.2"
"Education","Secondary","Male","Physical and sexual","2.4"
"Education","More than secondary","Male","Physical and sexual","1.2"
"Wealth quintile","Lowest","Male","Physical and sexual","0.5"
"Wealth quintile","Second","Male","Physical and sexual","1.9"
"Wealth quintile","Middle","Male","Physical and sexual","1.8"
"Wealth quintile","Fourth","Male","Physical and sexual","2.4"
"Wealth quintile","Highest","Male","Physical and sexual","1.3"
"Age","15-19","Female","Physical and sexual and psychological/emotional","1.7"
"Age","20-24","Female","Physical and sexual and psychological/emotional","2.8"
"Age","25-29","Female","Physical and sexual and psychological/emotional","4.3"
"Age","30-39","Female","Physical and sexual and psychological/emotional","4.4"
"Age","40-49","Female","Physical and sexual and psychological/emotional","3.4"
"Residence","Urban","Female","Physical and sexual and psychological/emotional","3.1"
"Residence","Rural","Female","Physical and sexual and psychological/emotional","4.0"
"Marital status","Never married","Female","Physical and sexual and psychological/emotional","1.0"
"Marital status","..Currently has intimate partner","Female","Physical and sexual and psychological/emotional","0.8"
"Marital status","..Had intimate partner","Female","Physical and sexual and psychological/emotional","1.3"
"Marital status","Ever married","Female","Physical and sexual and psychological/emotional","4.4"
"Marital status","..Married/living together","Female","Physical and sexual and psychological/emotional","4.0"
"Marital status","..Divorced/separated/widowed","Female","Physical and sexual and psychological/emotional","5.9"
"Education","No education","Female","Physical and sexual and psychological/emotional","2.6"
"Education","Primary","Female","Physical and sexual and psychological/emotional","5.2"
"Education","Secondary","Female","Physical and sexual and psychological/emotional","3.5"
"Education","More than secondary","Female","Physical and sexual and psychological/emotional","1.3"
"Wealth quintile","Lowest","Female","Physical and sexual and psychological/emotional","4.7"
"Wealth quintile","Second","Female","Physical and sexual and psychological/emotional","4.8"
"Wealth quintile","Middle","Female","Physical and sexual and psychological/emotional","3.8"
"Wealth quintile","Fourth","Female","Physical and sexual and psychological/emotional","3.1"
"Wealth quintile","Highest","Female","Physical and sexual and psychological/emotional","2.5"
"Age","15-19","Male","Physical and sexual and psychological/emotional","1.4"
"Age","20-24","Male","Physical and sexual and psychological/emotional","2.7"
"Age","25-29","Male","Physical and sexual and psychological/emotional","1.6"
"Age","30-39","Male","Physical and sexual and psychological/emotional","1.1"
"Age","40-49","Male","Physical and sexual and psychological/emotional","0.0"
"Residence","Urban","Male","Physical and sexual and psychological/emotional","2.1"
"Residence","Rural","Male","Physical and sexual and psychological/emotional","0.7"
"Marital status","Never married","Male","Physical and sexual and psychological/emotional","1.1"
"Marital status","..Currently has intimate partner","Male","Physical and sexual and psychological/emotional","0.3"
"Marital status","..Had intimate partner","Male","Physical and sexual and psychological/emotional","2.7"
"Marital status","Ever married","Male","Physical and sexual and psychological/emotional","1.2"
"Marital status","..Married/living together","Male","Physical and sexual and psychological/emotional","0.7"
"Marital status","..Divorced/separated/widowed","Male","Physical and sexual and psychological/emotional","5.1"
"Education","No education","Male","Physical and sexual and psychological/emotional","0.8"
"Education","Primary","Male","Physical and sexual and psychological/emotional","1.1"
"Education","Secondary","Male","Physical and sexual and psychological/emotional","1.7"
"Education","More than secondary","Male","Physical and sexual and psychological/emotional","0.7"
"Wealth quintile","Lowest","Male","Physical and sexual and psychological/emotional","0.4"
"Wealth quintile","Second","Male","Physical and sexual and psychological/emotional","1.0"
"Wealth quintile","Middle","Male","Physical and sexual and psychological/emotional","1.6"
"Wealth quintile","Fourth","Male","Physical and sexual and psychological/emotional","2.0"
"Wealth quintile","Highest","Male","Physical and sexual and psychological/emotional","0.8"
"Age","15-19","Female","Physical and sexual and psychological/emotional and economic","0.8"
"Age","20-24","Female","Physical and sexual and psychological/emotional and economic","1.4"
"Age","25-29","Female","Physical and sexual and psychological/emotional and economic","2.1"
"Age","30-39","Female","Physical and sexual and psychological/emotional and economic","2.4"
"Age","40-49","Female","Physical and sexual and psychological/emotional and economic","1.9"
"Residence","Urban","Female","Physical and sexual and psychological/emotional and economic","1.6"
"Residence","Rural","Female","Physical and sexual and psychological/emotional and economic","2.1"
"Marital status","Never married","Female","Physical and sexual and psychological/emotional and economic","0.3"
"Marital status","..Currently has intimate partner","Female","Physical and sexual and psychological/emotional and economic","0.1"
"Marital status","..Had intimate partner","Female","Physical and sexual and psychological/emotional and economic","0.8"
"Marital status","Ever married","Female","Physical and sexual and psychological/emotional and economic","2.3"
"Marital status","..Married/living together","Female","Physical and sexual and psychological/emotional and economic","2.1"
"Marital status","..Divorced/separated/widowed","Female","Physical and sexual and psychological/emotional and economic","3.1"
"Education","No education","Female","Physical and sexual and psychological/emotional and economic","1.2"
"Education","Primary","Female","Physical and sexual and psychological/emotional and economic","2.9"
"Education","Secondary","Female","Physical and sexual and psychological/emotional and economic","1.8"
"Education","More than secondary","Female","Physical and sexual and psychological/emotional and economic","0.5"
"Wealth quintile","Lowest","Female","Physical and sexual and psychological/emotional and economic","2.6"
"Wealth quintile","Second","Female","Physical and sexual and psychological/emotional and economic","2.2"
"Wealth quintile","Middle","Female","Physical and sexual and psychological/emotional and economic","2.3"
"Wealth quintile","Fourth","Female","Physical and sexual and psychological/emotional and economic","1.5"
"Wealth quintile","Highest","Female","Physical and sexual and psychological/emotional and economic","1.2"
"Age","15-19","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Age","20-24","Male","Physical and sexual and psychological/emotional and economic","0.2"
"Age","25-29","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Age","30-39","Male","Physical and sexual and psychological/emotional and economic","0.1"
"Age","40-49","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Residence","Urban","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Residence","Rural","Male","Physical and sexual and psychological/emotional and economic","0.1"
"Marital status","Never married","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Marital status","..Currently has intimate partner","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Marital status","..Had intimate partner","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Marital status","Ever married","Male","Physical and sexual and psychological/emotional and economic","0.1"
"Marital status","..Married/living together","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Marital status","..Divorced/separated/widowed","Male","Physical and sexual and psychological/emotional and economic","0.5"
"Education","No education","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Education","Primary","Male","Physical and sexual and psychological/emotional and economic","0.2"
"Education","Secondary","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Education","More than secondary","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Wealth quintile","Lowest","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Wealth quintile","Second","Male","Physical and sexual and psychological/emotional and economic","0.2"
"Wealth quintile","Middle","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Wealth quintile","Fourth","Male","Physical and sexual and psychological/emotional and economic","0.1"
"Wealth quintile","Highest","Male","Physical and sexual and psychological/emotional and economic","0.0"
"Age","15-19","Female","Physical or sexual","13.8"
"Age","20-24","Female","Physical or sexual","18.6"
"Age","25-29","Female","Physical or sexual","20.8"
"Age","30-39","Female","Physical or sexual","20.6"
"Age","40-49","Female","Physical or sexual","16.6"
"Residence","Urban","Female","Physical or sexual","16.0"
"Residence","Rural","Female","Physical or sexual","20.8"
"Marital status","Never married","Female","Physical or sexual","10.2"
"Marital status","..Currently has intimate partner","Female","Physical or sexual","10.3"
"Marital status","..Had intimate partner","Female","Physical or sexual","9.9"
"Marital status","Ever married","Female","Physical or sexual","21.2"
"Marital status","..Married/living together","Female","Physical or sexual","21.5"
"Marital status","..Divorced/separated/widowed","Female","Physical or sexual","19.7"
"Education","No education","Female","Physical or sexual","19.3"
"Education","Primary","Female","Physical or sexual","24.8"
"Education","Secondary","Female","Physical or sexual","18.5"
"Education","More than secondary","Female","Physical or sexual","8.6"
"Wealth quintile","Lowest","Female","Physical or sexual","24.9"
"Wealth quintile","Second","Female","Physical or sexual","23.4"
"Wealth quintile","Middle","Female","Physical or sexual","21.1"
"Wealth quintile","Fourth","Female","Physical or sexual","16.3"
"Wealth quintile","Highest","Female","Physical or sexual","12.4"
"Age","15-19","Male","Physical or sexual","11.1"
"Age","20-24","Male","Physical or sexual","12.3"
"Age","25-29","Male","Physical or sexual","9.0"
"Age","30-39","Male","Physical or sexual","6.5"
"Age","40-49","Male","Physical or sexual","6.7"
"Residence","Urban","Male","Physical or sexual","9.9"
"Residence","Rural","Male","Physical or sexual","7.5"
"Marital status","Never married","Male","Physical or sexual","9.6"
"Marital status","..Currently has intimate partner","Male","Physical or sexual","10.3"
"Marital status","..Had intimate partner","Male","Physical or sexual","7.8"
"Marital status","Ever married","Male","Physical or sexual","7.6"
"Marital status","..Married/living together","Male","Physical or sexual","6.7"
"Marital status","..Divorced/separated/widowed","Male","Physical or sexual","14.2"
"Education","No education","Male","Physical or sexual","4.1"
"Education","Primary","Male","Physical or sexual","9.2"
"Education","Secondary","Male","Physical or sexual","10.1"
"Education","More than secondary","Male","Physical or sexual","5.1"
"Wealth quintile","Lowest","Male","Physical or sexual","9.1"
"Wealth quintile","Second","Male","Physical or sexual","8.7"
"Wealth quintile","Middle","Male","Physical or sexual","9.1"
"Wealth quintile","Fourth","Male","Physical or sexual","7.6"
"Wealth quintile","Highest","Male","Physical or sexual","8.0"
"Age","15-19","Female","Physical or sexual or psychological/emotional","21.3"
"Age","20-24","Female","Physical or sexual or psychological/emotional","26.7"
"Age","25-29","Female","Physical or sexual or psychological/emotional","30.5"
"Age","30-39","Female","Physical or sexual or psychological/emotional","30.3"
"Age","40-49","Female","Physical or sexual or psychological/emotional","26.7"
"Residence","Urban","Female","Physical or sexual or psychological/emotional","24.1"
"Residence","Rural","Female","Physical or sexual or psychological/emotional","30.9"
"Marital status","Never married","Female","Physical or sexual or psychological/emotional","16.4"
"Marital status","..Currently has intimate partner","Female","Physical or sexual or psychological/emotional","17.2"
"Marital status","..Had intimate partner","Female","Physical or sexual or psychological/emotional","15.0"
"Marital status","Ever married","Female","Physical or sexual or psychological/emotional","31.4"
"Marital status","..Married/living together","Female","Physical or sexual or psychological/emotional","32.4"
"Marital status","..Divorced/separated/widowed","Female","Physical or sexual or psychological/emotional","26.1"
"Education","No education","Female","Physical or sexual or psychological/emotional","26.6"
"Education","Primary","Female","Physical or sexual or psychological/emotional","34.7"
"Education","Secondary","Female","Physical or sexual or psychological/emotional","27.2"
"Education","More than secondary","Female","Physical or sexual or psychological/emotional","18.4"
"Wealth quintile","Lowest","Female","Physical or sexual or psychological/emotional","32.8"
"Wealth quintile","Second","Female","Physical or sexual or psychological/emotional","33.1"
"Wealth quintile","Middle","Female","Physical or sexual or psychological/emotional","31.0"
"Wealth quintile","Fourth","Female","Physical or sexual or psychological/emotional","27.0"
"Wealth quintile","Highest","Female","Physical or sexual or psychological/emotional","20.7"
"Age","15-19","Male","Physical or sexual or psychological/emotional","22.2"
"Age","20-24","Male","Physical or sexual or psychological/emotional","29.3"
"Age","25-29","Male","Physical or sexual or psychological/emotional","25.4"
"Age","30-39","Male","Physical or sexual or psychological/emotional","20.8"
"Age","40-49","Male","Physical or sexual or psychological/emotional","17.6"
"Residence","Urban","Male","Physical or sexual or psychological/emotional","26.6"
"Residence","Rural","Male","Physical or sexual or psychological/emotional","19.9"
"Marital status","Never married","Male","Physical or sexual or psychological/emotional","23.3"
"Marital status","..Currently has intimate partner","Male","Physical or sexual or psychological/emotional","26.7"
"Marital status","..Had intimate partner","Male","Physical or sexual or psychological/emotional","15.5"
"Marital status","Ever married","Male","Physical or sexual or psychological/emotional","21.3"
"Marital status","..Married/living together","Male","Physical or sexual or psychological/emotional","20.4"
"Marital status","..Divorced/separated/widowed","Male","Physical or sexual or psychological/emotional","27.9"
"Education","No education","Male","Physical or sexual or psychological/emotional","13.4"
"Education","Primary","Male","Physical or sexual or psychological/emotional","22.5"
"Education","Secondary","Male","Physical or sexual or psychological/emotional","24.6"
"Education","More than secondary","Male","Physical or sexual or psychological/emotional","20.0"
"Wealth quintile","Lowest","Male","Physical or sexual or psychological/emotional","20.9"
"Wealth quintile","Second","Male","Physical or sexual or psychological/emotional","21.8"
"Wealth quintile","Middle","Male","Physical or sexual or psychological/emotional","20.6"
"Wealth quintile","Fourth","Male","Physical or sexual or psychological/emotional","24.9"
"Wealth quintile","Highest","Male","Physical or sexual or psychological/emotional","23.0"
"Age","15-19","Female","Physical or sexual or psychological/emotional or economic","22.3"
"Age","20-24","Female","Physical or sexual or psychological/emotional or economic","30.1"
"Age","25-29","Female","Physical or sexual or psychological/emotional or economic","34.3"
"Age","30-39","Female","Physical or sexual or psychological/emotional or economic","34.6"
"Age","40-49","Female","Physical or sexual or psychological/emotional or economic","34.2"
"Residence","Urban","Female","Physical or sexual or psychological/emotional or economic","29.0"
"Residence","Rural","Female","Physical or sexual or psychological/emotional or economic","34.9"
"Marital status","Never married","Female","Physical or sexual or psychological/emotional or economic","18.3"
"Marital status","..Currently has intimate partner","Female","Physical or sexual or psychological/emotional or economic","18.7"
"Marital status","..Had intimate partner","Female","Physical or sexual or psychological/emotional or economic","17.4"
"Marital status","Ever married","Female","Physical or sexual or psychological/emotional or economic","36.4"
"Marital status","..Married/living together","Female","Physical or sexual or psychological/emotional or economic","34.9"
"Marital status","..Divorced/separated/widowed","Female","Physical or sexual or psychological/emotional or economic","43.7"
"Education","No education","Female","Physical or sexual or psychological/emotional or economic","28.7"
"Education","Primary","Female","Physical or sexual or psychological/emotional or economic","39.1"
"Education","Secondary","Female","Physical or sexual or psychological/emotional or economic","32.2"
"Education","More than secondary","Female","Physical or sexual or psychological/emotional or economic","22.2"
"Wealth quintile","Lowest","Female","Physical or sexual or psychological/emotional or economic","36.1"
"Wealth quintile","Second","Female","Physical or sexual or psychological/emotional or economic","36.9"
"Wealth quintile","Middle","Female","Physical or sexual or psychological/emotional or economic","35.4"
"Wealth quintile","Fourth","Female","Physical or sexual or psychological/emotional or economic","32.4"
"Wealth quintile","Highest","Female","Physical or sexual or psychological/emotional or economic","24.9"
"Age","15-19","Male","Physical or sexual or psychological/emotional or economic","31.9"
"Age","20-24","Male","Physical or sexual or psychological/emotional or economic","34.3"
"Age","25-29","Male","Physical or sexual or psychological/emotional or economic","32.6"
"Age","30-39","Male","Physical or sexual or psychological/emotional or economic","30.2"
"Age","40-49","Male","Physical or sexual or psychological/emotional or economic","27.7"
"Residence","Urban","Male","Physical or sexual or psychological/emotional or economic","35.2"
"Residence","Rural","Male","Physical or sexual or psychological/emotional or economic","28.2"
"Marital status","Never married","Male","Physical or sexual or psychological/emotional or economic","30.9"
"Marital status","..Currently has intimate partner","Male","Physical or sexual or psychological/emotional or economic","34.5"
"Marital status","..Had intimate partner","Male","Physical or sexual or psychological/emotional or economic","22.6"
"Marital status","Ever married","Male","Physical or sexual or psychological/emotional or economic","30.1"
"Marital status","..Married/living together","Male","Physical or sexual or psychological/emotional or economic","29.6"
"Marital status","..Divorced/separated/widowed","Male","Physical or sexual or psychological/emotional or economic","34.1"
"Education","No education","Male","Physical or sexual or psychological/emotional or economic","22.3"
"Education","Primary","Male","Physical or sexual or psychological/emotional or economic","30.4"
"Education","Secondary","Male","Physical or sexual or psychological/emotional or economic","33.9"
"Education","More than secondary","Male","Physical or sexual or psychological/emotional or economic","27.8"
"Wealth quintile","Lowest","Male","Physical or sexual or psychological/emotional or economic","29.3"
"Wealth quintile","Second","Male","Physical or sexual or psychological/emotional or economic","29.0"
"Wealth quintile","Middle","Male","Physical or sexual or psychological/emotional or economic","29.0"
"Wealth quintile","Fourth","Male","Physical or sexual or psychological/emotional or economic","34.5"
"Wealth quintile","Highest","Male","Physical or sexual or psychological/emotional or economic","31.4"
