"County","Gender","variable","value"
"Garissa","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","69.4"
"Wajir","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","57.6"
"Mandera","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","43.8"
"Marsabit","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","42.7"
"Isiolo","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","74.9"
"Meru","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","76.8"
"Tharaka-Nithi","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","79.0"
"Embu","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","85.5"
"Kitui","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","73.7"
"Machakos","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","87.0"
"Makueni","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","74.8"
"Nyandarua","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","77.5"
"Nyeri","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","85.9"
"Kirinyaga","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","85.4"
"Murang'a","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","80.8"
"Kiambu","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","89.6"
"Turkana","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","41.5"
"West Pokot","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","42.0"
"Samburu","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","63.0"
"Trans Nzoia","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","79.0"
"Uasin Gishu","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","84.1"
"Elgeyo-Marakwet","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","77.8"
"Nandi","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","75.3"
"Baringo","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","66.1"
"Laikipia","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","77.8"
"Nakuru","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","82.5"
"Narok","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","70.6"
"Kajiado","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","85.0"
"Kericho","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","74.7"
"Bomet","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","68.8"
"Kakamega","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","74.2"
"Vihiga","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","68.1"
"Bungoma","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","78.4"
"Busia","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","74.3"
"Siaya","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","78.3"
"Kisumu","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","88.6"
"Homa Bay","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","80.9"
"Migori","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","63.2"
"Kisii","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","76.0"
"Nyamira","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","79.8"
"Nairobi","Female","Percentage who used a mobile phone for financial transactions in the last 12 months","90.6"
"Mombasa","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","96.3"
"Kwale","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","73.2"
"Kilifi","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","86.7"
"Tana River","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","48.3"
"Lamu","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","82.4"
"Taita Taveta","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","87.0"
"Garissa","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","83.5"
"Wajir","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","71.1"
"Mandera","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","57.7"
"Marsabit","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","72.7"
"Isiolo","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","92.9"
"Meru","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","74.1"
"Tharaka-Nithi","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","79.7"
"Embu","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","85.8"
"Kitui","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","78.3"
"Machakos","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","80.3"
"Makueni","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","81.5"
"Nyandarua","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","76.1"
"Nyeri","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","87.9"
"Kirinyaga","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","91.1"
"Murang'a","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","82.6"
"Kiambu","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","85.9"
"Turkana","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","63.3"
"West Pokot","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","82.4"
"Samburu","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","88.8"
"Trans Nzoia","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","76.2"
"Uasin Gishu","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","93.2"
"Elgeyo-Marakwet","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","76.9"
"Nandi","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","77.0"
"Baringo","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","70.8"
"Laikipia","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","82.2"
"Nakuru","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","78.9"
"Narok","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","84.8"
"Kajiado","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","86.8"
"Kericho","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","82.5"
"Bomet","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","54.8"
"Kakamega","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","59.1"
"Vihiga","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","87.0"
"Bungoma","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","69.1"
"Busia","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","78.1"
"Siaya","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","66.8"
"Kisumu","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","77.4"
"Homa Bay","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","84.9"
"Migori","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","77.5"
"Kisii","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","79.0"
"Nyamira","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","65.0"
"Nairobi","Male","Percentage who used a mobile phone for financial transactions in the last 12 months","95.4"
"Mombasa","Female","Percentage who have and use a bank account","29.6"
"Kwale","Female","Percentage who have and use a bank account","10.7"
"Kilifi","Female","Percentage who have and use a bank account","13.7"
"Tana River","Female","Percentage who have and use a bank account","7.9"
"Lamu","Female","Percentage who have and use a bank account","19.0"
"Taita Taveta","Female","Percentage who have and use a bank account","24.3"
"Garissa","Female","Percentage who have and use a bank account","9.7"
"Wajir","Female","Percentage who have and use a bank account","6.5"
"Mandera","Female","Percentage who have and use a bank account","3.0"
"Marsabit","Female","Percentage who have and use a bank account","5.7"
"Isiolo","Female","Percentage who have and use a bank account","32.0"
"Meru","Female","Percentage who have and use a bank account","32.0"
"Tharaka-Nithi","Female","Percentage who have and use a bank account","34.4"
"Embu","Female","Percentage who have and use a bank account","36.6"
"Kitui","Female","Percentage who have and use a bank account","18.9"
"Machakos","Female","Percentage who have and use a bank account","26.3"
"Makueni","Female","Percentage who have and use a bank account","19.6"
"Nyandarua","Female","Percentage who have and use a bank account","28.9"
"Nyeri","Female","Percentage who have and use a bank account","48.5"
"Kirinyaga","Female","Percentage who have and use a bank account","42.1"
"Murang'a","Female","Percentage who have and use a bank account","39.1"
"Kiambu","Female","Percentage who have and use a bank account","47.6"
"Turkana","Female","Percentage who have and use a bank account","33.6"
"West Pokot","Female","Percentage who have and use a bank account","12.8"
"Samburu","Female","Percentage who have and use a bank account","18.9"
"Trans Nzoia","Female","Percentage who have and use a bank account","20.5"
"Uasin Gishu","Female","Percentage who have and use a bank account","35.1"
"Elgeyo-Marakwet","Female","Percentage who have and use a bank account","23.1"
"Nandi","Female","Percentage who have and use a bank account","27.4"
"Baringo","Female","Percentage who have and use a bank account","24.3"
"Laikipia","Female","Percentage who have and use a bank account","33.2"
"Nakuru","Female","Percentage who have and use a bank account","30.2"
"Narok","Female","Percentage who have and use a bank account","14.0"
"Kajiado","Female","Percentage who have and use a bank account","38.5"
"Kericho","Female","Percentage who have and use a bank account","35.5"
"Bomet","Female","Percentage who have and use a bank account","27.1"
"Kakamega","Female","Percentage who have and use a bank account","17.4"
"Vihiga","Female","Percentage who have and use a bank account","12.0"
"Bungoma","Female","Percentage who have and use a bank account","19.2"
"Busia","Female","Percentage who have and use a bank account","14.4"
"Siaya","Female","Percentage who have and use a bank account","13.8"
"Kisumu","Female","Percentage who have and use a bank account","17.5"
"Homa Bay","Female","Percentage who have and use a bank account","16.2"
"Migori","Female","Percentage who have and use a bank account","11.2"
"Kisii","Female","Percentage who have and use a bank account","17.4"
"Nyamira","Female","Percentage who have and use a bank account","23.0"
"Nairobi","Female","Percentage who have and use a bank account","45.9"
"Mombasa","Male","Percentage who have and use a bank account","46.8"
"Kwale","Male","Percentage who have and use a bank account","22.9"
"Kilifi","Male","Percentage who have and use a bank account","25.3"
"Tana River","Male","Percentage who have and use a bank account","10.3"
"Lamu","Male","Percentage who have and use a bank account","34.4"
"Taita Taveta","Male","Percentage who have and use a bank account","35.2"
"Garissa","Male","Percentage who have and use a bank account","24.9"
"Wajir","Male","Percentage who have and use a bank account","19.5"
"Mandera","Male","Percentage who have and use a bank account","13.6"
"Marsabit","Male","Percentage who have and use a bank account","17.1"
"Isiolo","Male","Percentage who have and use a bank account","36.6"
"Meru","Male","Percentage who have and use a bank account","40.2"
"Tharaka-Nithi","Male","Percentage who have and use a bank account","40.9"
"Embu","Male","Percentage who have and use a bank account","34.8"
"Kitui","Male","Percentage who have and use a bank account","22.3"
"Machakos","Male","Percentage who have and use a bank account","38.6"
"Makueni","Male","Percentage who have and use a bank account","21.9"
"Nyandarua","Male","Percentage who have and use a bank account","39.1"
"Nyeri","Male","Percentage who have and use a bank account","53.0"
"Kirinyaga","Male","Percentage who have and use a bank account","55.9"
"Murang'a","Male","Percentage who have and use a bank account","39.3"
"Kiambu","Male","Percentage who have and use a bank account","60.2"
"Turkana","Male","Percentage who have and use a bank account","17.3"
"West Pokot","Male","Percentage who have and use a bank account","16.4"
"Samburu","Male","Percentage who have and use a bank account","43.4"
"Trans Nzoia","Male","Percentage who have and use a bank account","26.0"
"Uasin Gishu","Male","Percentage who have and use a bank account","51.3"
"Elgeyo-Marakwet","Male","Percentage who have and use a bank account","26.3"
"Nandi","Male","Percentage who have and use a bank account","36.2"
"Baringo","Male","Percentage who have and use a bank account","24.2"
"Laikipia","Male","Percentage who have and use a bank account","58.6"
"Nakuru","Male","Percentage who have and use a bank account","40.7"
"Narok","Male","Percentage who have and use a bank account","31.5"
"Kajiado","Male","Percentage who have and use a bank account","54.6"
"Kericho","Male","Percentage who have and use a bank account","35.8"
"Bomet","Male","Percentage who have and use a bank account","33.2"
"Kakamega","Male","Percentage who have and use a bank account","25.7"
"Vihiga","Male","Percentage who have and use a bank account","16.6"
"Bungoma","Male","Percentage who have and use a bank account","27.6"
"Busia","Male","Percentage who have and use a bank account","22.5"
"Siaya","Male","Percentage who have and use a bank account","15.1"
"Kisumu","Male","Percentage who have and use a bank account","20.2"
"Homa Bay","Male","Percentage who have and use a bank account","27.6"
"Migori","Male","Percentage who have and use a bank account","27.0"
"Kisii","Male","Percentage who have and use a bank account","32.0"
"Nyamira","Male","Percentage who have and use a bank account","32.6"
"Nairobi","Male","Percentage who have and use a bank account","63.8"
"Mombasa","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","22.0"
"Kwale","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","8.6"
"Kilifi","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","11.6"
"Tana River","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","5.2"
"Lamu","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","11.1"
"Taita Taveta","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","18.1"
"Garissa","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","6.9"
"Wajir","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","2.8"
"Mandera","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","2.2"
"Marsabit","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","3.7"
"Isiolo","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","23.0"
"Meru","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","26.0"
"Tharaka-Nithi","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","24.0"
"Embu","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","28.5"
"Kitui","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","18.5"
"Machakos","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","21.6"
"Makueni","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","15.3"
"Nyandarua","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","19.0"
"Nyeri","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","38.1"
"Kirinyaga","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","34.3"
"Murang'a","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","27.3"
"Kiambu","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","37.8"
"Turkana","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","17.0"
"West Pokot","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","9.1"
"Samburu","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","13.3"
"Trans Nzoia","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","12.9"
"Uasin Gishu","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","27.5"
"Elgeyo-Marakwet","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","16.6"
"Nandi","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","19.8"
"Baringo","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","19.7"
"Laikipia","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","24.9"
"Nakuru","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","18.7"
"Narok","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","10.7"
"Kajiado","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","30.0"
"Kericho","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","29.3"
"Bomet","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","20.8"
"Kakamega","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","13.0"
"Vihiga","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","9.0"
"Bungoma","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","12.5"
"Busia","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","10.2"
"Siaya","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","11.4"
"Kisumu","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","13.9"
"Homa Bay","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","12.7"
"Migori","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","8.0"
"Kisii","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","13.4"
"Nyamira","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","15.3"
"Nairobi","Female","Percentage who deposited or withdrew money from their own account in the last 12 months","38.3"
"Mombasa","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","36.8"
"Kwale","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","13.7"
"Kilifi","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","19.5"
"Tana River","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","7.1"
"Lamu","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","21.6"
"Taita Taveta","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","21.6"
"Garissa","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","24.4"
"Wajir","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","15.2"
"Mandera","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","12.9"
"Marsabit","Male","Percentage who deposited or withdrew money from their own account in the last 12 months","12.3"
